0.15,44.9884998874,45.1302871109,0.5054941611,0.5516894449,,0.996858269,0.0234604476
0.2,36.055494636,34.197224257,0.4633909053,0.336504146,,1.0543398015,0.0226922589
0.25,34.9669015889,31.3179792728,1.2421405604,0.3024356306,,1.1165120611,0.0451802567
0.3,30.5030142925,27.0930758108,0.7485295003,0.1827042701,,1.1258601462,0.0312831036
0.35,27.6501868456,25.8208931496,0.2985154765,0.1235220223,,1.0708454849,0.0155799481
0.4,26.9818708513,24.8114896763,0.222015908,0.0768082089,,1.0874748434,0.0113240073
0.45,26.5269485863,24.3415519385,0.1852542476,0.0320905883,,1.0897804977,0.0083019705
0.5,26.4245279402,24.14215,0.223413151,1.52E-007,,1.0945391334,0.0084547704
0.55,27.2674582567,24.1654625718,0.3875642083,0.0336250489,,1.1283648379,0.0156048843
0.6,28.696095866,24.5096714877,0.6849653079,0.0624055484,,1.1708070376,0.0264157942
0.65,28.3521625191,24.9428147175,0.3550612131,0.079438075,,1.1366865705,0.0157080578
0.7,28.6341758991,25.4838982551,0.3925965584,0.1076245628,,1.1236183575,0.0179340064
,,,,,,,
,,,,,,,
0.15,258.986114062,219.533911916,2.4351588279,1.1095737468,,1.1797089197,0.0144568866
0.2,218.6859115,176.387711741,3.1686418949,0.8771885832,,1.2398024179,0.019462536
0.25,197.883792877,152.17373276,2.1443896477,0.551893082,,1.3003807509,0.0144633411
0.3,189.201175003,137.946137806,1.5836663385,0.3845641193,,1.3715583344,0.0111580621
0.35,188.008317455,127.724003408,2.6894416157,0.248534304,,1.471988917,0.0162507776
0.4,185.091170161,123.887787889,2.6201083561,0.1793454639,,1.4940227226,0.0156034162
0.45,193.965697625,121.423715112,6.2065027192,0.0730609639,,1.5974284549,0.0325996424
0.5,193.296729091,120.71075,2.7423767183,0.000001,,1.6013215815,0.0141874016
0.55,199.794222771,121.227630375,2.9211004493,0.0681305248,,1.6480914636,0.01518255
0.6,202.972925005,122.62742088,2.4519192209,0.1332584851,,1.6552001465,0.013166725
0.65,213.962897075,124.859394908,5.1739907891,0.1874782774,,1.7136307383,0.0256832348
0.7,217.226337802,127.620815718,2.4128023138,0.2398254491,,1.7021230947,0.0129865226
,,,,,,,
,,,,,,,
0.15,600.840077094,444.479434327,5.0946748101,1.5843212205,,1.3517837513,0.0120436948
0.2,524.108869468,347.182119934,4.8464770805,1.2470237265,,1.5096078956,0.012838924
0.25,510.219790054,300.046658899,15.4840257298,0.7612075043,,1.7004681603,0.0328847198
0.3,490.485761177,276.995698538,5.6868181861,0.5386224099,,1.7707342163,0.0135387729
0.35,491.509197432,254.852035251,6.2695418938,0.3891512501,,1.92860613,0.0142826653
0.4,487.301261948,247.674660944,3.78112865,0.2642820995,,1.9675055175,0.008826378
0.45,523.747927307,242.55471768,11.0139815377,0.0979953553,,2.1592980434,0.0214331783
0.5,562.022122759,241.4215,14.4745843585,0,,2.3279704697,0.0257544744
0.55,557.020848713,242.404070289,8.8464454205,0.1012345701,,2.2979022095,0.0162993407
0.6,590.586075249,245.788119639,14.5792707095,0.1765100158,,2.4028259629,0.0254042454
0.65,611.636958041,250.311430613,22.0833608608,0.2986053708,,2.4435039045,0.0372982763
0.7,618.655135927,255.737137247,14.4730142585,0.3135410761,,2.4191055808,0.0246203456
